OID_,SUB_DRAINA,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN
192,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2008-01-01 0:00:00,2009-01-01 0:00:00,87.188900049368428
193,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,109.324814372408483
194,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,137.901633078937749
195,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,145.039039490385960
196,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,117.399294393935349
197,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,410.433472456540699
198,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,94.061908963899441
199,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,216.141865039304889
200,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2009-01-01 0:00:00,2010-01-01 0:00:00,125.302101320336888
201,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,112.808291328403556
202,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,121.672106432201176
203,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,135.799353018557781
204,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,116.165344139219826
205,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,253.126082930448916
206,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,79.251420320053285
207,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,152.096100004362626
208,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2010-01-01 0:00:00,2011-01-01 0:00:00,136.885212295290188
209,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,115.207805573500266
210,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,181.194458373902307
211,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,172.935750665682804
212,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,130.266504648120758
213,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,375.446612179720944
214,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,89.681276641964658
215,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,213.710385513251936
216,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2011-01-01 0:00:00,2012-01-01 0:00:00,109.889927631275825
217,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,126.543624096521370
218,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,183.854315973329051
219,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,189.867511933237864
220,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,95.110946583693860
221,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,474.239444830096772
222,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,98.162737042675587
223,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,212.201756363764815
224,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,123.509447939324943
225,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,120.770034722126653
226,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,170.691069706519158
227,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,183.433977511288617
228,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,105.530691144347060
229,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,388.966418511726090
230,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,200.583272741135772
231,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,222.205146348826958
232,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,135.764815972378159
233,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,55.972569466672397
234,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,124.085355638856029
235,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,91.118302420185017
236,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,50.375408664663297
237,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,186.723855603339814
238,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,103.941403546176318
239,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,87.970781017776574
240,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2014-01-01 0:00:00,2015-01-01 0:00:00,47.358249474360690
241,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,70.700739253566383
242,Stewart,2,54143.000000000000000,54143.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,165.355614955635929
243,Pelly,3,52274.000000000000000,52274.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,80.901665454077502
244,White Donjek,4,35813.000000000000000,35813.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,66.846168431734327
245,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,316.788359746846595
246,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,133.457600830340681
247,Teslin,7,35505.000000000000000,35505.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,99.120743817602033
248,Carmacks,8,14510.000000000000000,14510.000000000000000,swe,StdTime,2015-01-01 0:00:00,2015-12-31 12:00:00,52.228042030926041
