OID_,SUB_DRAINA,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
1370,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-04-16 0:00:00,-3.151679632830000
1371,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-04-16 0:00:00,-5.007316021650000
1372,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-04-16 0:00:00,-3.101349321000000
1373,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-04-16 0:00:00,-3.572752917900000
1374,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-04-16 0:00:00,-2.115897916370000
1375,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-04-16 0:00:00,-2.068151781090000
1376,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-05-16 0:00:00,3.200775741310000
1377,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-05-16 0:00:00,2.478786288660000
1378,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-05-16 0:00:00,2.742656572590000
1379,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-05-16 0:00:00,1.835884324930000
1380,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-05-16 0:00:00,1.334412800000000
1381,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-05-16 0:00:00,4.230817923370000
1382,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-05-16 0:00:00,2.150433728150000
1383,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-05-16 0:00:00,2.282085947950000
1384,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-06-16 0:00:00,11.094247845000000
1385,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-06-16 0:00:00,11.031439295000000
1386,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-06-16 0:00:00,10.767310655599999
1387,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-06-16 0:00:00,9.734289960210001
1388,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-06-16 0:00:00,8.909248629900000
1389,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-06-16 0:00:00,13.379981638200000
1390,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-06-16 0:00:00,9.598365465990000
1391,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-06-16 0:00:00,10.266068420300000
1392,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-07-16 0:00:00,11.948593335300000
1393,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-07-16 0:00:00,10.705910000599999
1394,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-07-16 0:00:00,10.971960524400000
1395,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-07-16 0:00:00,11.433523678700000
1396,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-07-16 0:00:00,10.929880284499999
1397,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-07-16 0:00:00,13.128263225800000
1398,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-07-16 0:00:00,10.946179702200000
1399,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-07-16 0:00:00,10.947196561800000
1400,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-08-16 0:00:00,11.297470185800000
1401,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-08-16 0:00:00,11.003655391600001
1402,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-08-16 0:00:00,11.183316448399999
1403,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-08-16 0:00:00,10.190396133500000
1404,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-08-16 0:00:00,10.276188979800001
1405,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-08-16 0:00:00,11.974982285999999
1406,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-08-16 0:00:00,10.437062717200000
1407,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-08-16 0:00:00,11.233333195900000
1408,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-09-16 0:00:00,4.599847978840000
1409,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-09-16 0:00:00,3.310515571600000
1410,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-09-16 0:00:00,4.005410483520000
1411,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-09-16 0:00:00,3.263423575550000
1412,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-09-16 0:00:00,4.146750754640000
1413,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-09-16 0:00:00,4.414487683550000
1414,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-09-16 0:00:00,4.553192677150000
1415,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-09-16 0:00:00,4.559303836110000
1416,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-10-16 0:00:00,-3.538922961750000
1417,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-10-16 0:00:00,-5.564116216660000
1418,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-10-16 0:00:00,-3.432646843610000
1419,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-10-16 0:00:00,-6.015997325750000
1420,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-10-16 0:00:00,-1.102923653630000
1421,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-10-16 0:00:00,-7.222053006600000
1422,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-10-16 0:00:00,-1.013138290270000
1423,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-10-16 0:00:00,-2.587995419870000
1424,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-11-16 0:00:00,-15.496133504099999
1425,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-11-16 0:00:00,-15.990232314700000
1426,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-11-16 0:00:00,-14.777236891799999
1427,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-11-16 0:00:00,-18.935406730499999
1428,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-11-16 0:00:00,-11.004060867600000
1429,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-11-16 0:00:00,-19.754539868900000
1430,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-11-16 0:00:00,-12.309133095000000
1431,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-11-16 0:00:00,-15.351564063700000
1432,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,1999-12-16 0:00:00,-17.071851763500000
1433,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,1999-12-16 0:00:00,-18.174260995099999
1434,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,1999-12-16 0:00:00,-15.709347639000001
1435,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,1999-12-16 0:00:00,-20.328075276000000
1436,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,1999-12-16 0:00:00,-11.122625178700000
1437,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,1999-12-16 0:00:00,-23.527810280800001
1438,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,1999-12-16 0:00:00,-12.199378287700000
1439,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,1999-12-16 0:00:00,-15.214808665100000
1440,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-01-16 0:00:00,-22.587826496700000
1441,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-01-16 0:00:00,-24.261387680799999
1442,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-01-16 0:00:00,-24.108130864200000
1443,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-01-16 0:00:00,-23.466926876900001
1444,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-01-16 0:00:00,-18.543090310000000
1445,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-01-16 0:00:00,-25.929333247900001
1446,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-01-16 0:00:00,-21.175420162399998
1447,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-01-16 0:00:00,-21.929127676899999
1448,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-02-15 0:00:00,-11.561037213000001
1449,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-02-15 0:00:00,-13.145753277900001
1450,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-02-15 0:00:00,-12.642616947000000
1451,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-02-15 0:00:00,-12.913727378100001
1452,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-02-15 0:00:00,-11.938541617400000
1453,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-02-15 0:00:00,-14.029647020000001
1454,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-02-15 0:00:00,-12.850298987400000
1455,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-02-15 0:00:00,-11.306022698100000
1456,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-03-16 0:00:00,-7.452434850660000
1457,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-03-16 0:00:00,-10.705711011700000
1458,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-03-16 0:00:00,-9.111791557800000
1459,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-03-16 0:00:00,-9.311823627140001
1460,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-03-16 0:00:00,-7.777515479980000
1461,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-03-16 0:00:00,-10.815752293599999
1462,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-03-16 0:00:00,-7.503882799300000
1463,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-03-16 0:00:00,-7.323557402250000
1464,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-04-16 0:00:00,-3.806965117990000
1465,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-04-16 0:00:00,-7.429502990300000
1466,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-04-16 0:00:00,-5.999359484120000
1467,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-04-16 0:00:00,-5.206265858630000
1468,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-04-16 0:00:00,-3.654361555810000
1469,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-04-16 0:00:00,-5.367233909810000
1470,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-04-16 0:00:00,-3.935657743710000
1471,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-04-16 0:00:00,-4.180983185930000
1472,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-05-16 0:00:00,2.775185075390000
1473,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-05-16 0:00:00,2.326869099320000
1474,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-05-16 0:00:00,2.690326046970000
1475,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-05-16 0:00:00,1.198853691020000
1476,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-05-16 0:00:00,1.865245592130000
1477,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-05-16 0:00:00,3.313941604300000
1478,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-05-16 0:00:00,2.326084191610000
1479,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-05-16 0:00:00,2.833830040960000
1480,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-06-16 0:00:00,10.655587119600000
1481,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-06-16 0:00:00,10.470239050500000
1482,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-06-16 0:00:00,10.327768875200000
1483,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-06-16 0:00:00,9.936237890779999
1484,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-06-16 0:00:00,7.939624027090000
1485,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-06-16 0:00:00,12.876003795400001
1486,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-06-16 0:00:00,8.792835280840000
1487,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-06-16 0:00:00,10.141970092099999
1488,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-07-16 0:00:00,11.558370918400000
1489,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-07-16 0:00:00,11.398905469500001
1490,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-07-16 0:00:00,11.568827649699999
1491,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-07-16 0:00:00,10.926842326099999
1492,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-07-16 0:00:00,10.115891792899999
1493,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-07-16 0:00:00,13.174275005500000
1494,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-07-16 0:00:00,10.790504607000001
1495,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-07-16 0:00:00,10.913598063600000
1496,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-08-16 0:00:00,7.818782839090000
1497,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-08-16 0:00:00,6.939421488000000
1498,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-08-16 0:00:00,7.661820688630000
1499,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-08-16 0:00:00,6.613726424990000
1500,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-08-16 0:00:00,8.173910938940001
1501,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-08-16 0:00:00,8.126724515210000
1502,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-08-16 0:00:00,8.159053829730000
1503,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-08-16 0:00:00,7.977530529380000
1504,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-09-16 0:00:00,2.501542391660000
1505,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-09-16 0:00:00,1.359743325300000
1506,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-09-16 0:00:00,2.363202222700000
1507,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-09-16 0:00:00,0.932606908299000
1508,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-09-16 0:00:00,3.936396568660000
1509,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-09-16 0:00:00,2.563576709250000
1510,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-09-16 0:00:00,4.193361302150000
1511,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-09-16 0:00:00,2.995313346850000
1512,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-10-16 0:00:00,-4.462407818360000
1513,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-10-16 0:00:00,-6.301973784480000
1514,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-10-16 0:00:00,-4.820885890080000
1515,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-10-16 0:00:00,-6.480411800030000
1516,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-10-16 0:00:00,-2.084276420300000
1517,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-10-16 0:00:00,-7.013718784000000
1518,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-10-16 0:00:00,-1.955387683410000
1519,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-10-16 0:00:00,-3.311815747370000
1520,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-11-16 0:00:00,-11.023959808400001
1521,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-11-16 0:00:00,-12.453584325400000
1522,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-11-16 0:00:00,-11.283407015200000
1523,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-11-16 0:00:00,-13.140316386600000
1524,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-11-16 0:00:00,-7.071925397620000
1525,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-11-16 0:00:00,-14.362918244999999
1526,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-11-16 0:00:00,-8.818770069039999
1527,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-11-16 0:00:00,-10.692080726300000
1528,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2000-12-16 0:00:00,-20.180860393500001
1529,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2000-12-16 0:00:00,-21.698135832599998
1530,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2000-12-16 0:00:00,-20.715758196300001
1531,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2000-12-16 0:00:00,-22.151119161299999
1532,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2000-12-16 0:00:00,-15.072350193500000
1533,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2000-12-16 0:00:00,-22.670438988400001
1534,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2000-12-16 0:00:00,-17.760297200000000
1535,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2000-12-16 0:00:00,-18.415573629600001
1536,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-01-16 0:00:00,-12.080205748399999
1537,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-01-16 0:00:00,-13.549258268699999
1538,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-01-16 0:00:00,-12.646168105599999
1539,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-01-16 0:00:00,-13.980065749300000
1540,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-01-16 0:00:00,-8.048059979350001
1541,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-01-16 0:00:00,-16.275337563800001
1542,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-01-16 0:00:00,-10.224730428000001
1543,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-01-16 0:00:00,-10.704151867300000
1544,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-02-15 0:00:00,-16.630565592699998
1545,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-02-15 0:00:00,-18.778617800700001
1546,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-02-15 0:00:00,-18.048152575900001
1547,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-02-15 0:00:00,-16.845282561200001
1548,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-02-15 0:00:00,-15.855564442200000
1549,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-02-15 0:00:00,-17.636683490900001
1550,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-02-15 0:00:00,-17.624594740700001
1551,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-02-15 0:00:00,-16.631838795800000
1552,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-03-16 0:00:00,-10.533473058500000
1553,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-03-16 0:00:00,-13.518758706300000
1554,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-03-16 0:00:00,-12.061946208300000
1555,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-03-16 0:00:00,-12.390660464200000
1556,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-03-16 0:00:00,-10.338139634999999
1557,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-03-16 0:00:00,-13.171779779100000
1558,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-03-16 0:00:00,-10.600758404400001
1559,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-03-16 0:00:00,-10.639994983899999
1560,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-04-16 0:00:00,-1.828964810040000
1561,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-04-16 0:00:00,-4.755786480650000
1562,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-04-16 0:00:00,-3.468956267370000
1563,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-04-16 0:00:00,-3.081680586430000
1564,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-04-16 0:00:00,-3.808653910430000
1565,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-04-16 0:00:00,-2.667339423920000
1566,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-04-16 0:00:00,-2.793931317500000
1567,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-04-16 0:00:00,-2.404080140430000
1568,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-05-16 0:00:00,3.189707385100000
1569,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-05-16 0:00:00,1.470116407170000
1570,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-05-16 0:00:00,1.954587383110000
1571,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-05-16 0:00:00,2.284104423820000
1572,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-05-16 0:00:00,2.009311518030000
1573,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-05-16 0:00:00,3.691619159990000
1574,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-05-16 0:00:00,2.745597387950000
1575,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-05-16 0:00:00,2.521384406670000
1576,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-06-16 0:00:00,10.875183939599999
1577,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-06-16 0:00:00,10.243230722700000
1578,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-06-16 0:00:00,9.933063474840001
1579,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-06-16 0:00:00,9.798341613400000
1580,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-06-16 0:00:00,8.768814797550000
1581,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-06-16 0:00:00,12.564894645800001
1582,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-06-16 0:00:00,9.425333381860000
1583,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-06-16 0:00:00,10.371490580700000
1584,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-07-16 0:00:00,11.994626136300001
1585,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-07-16 0:00:00,11.581506867800000
1586,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-07-16 0:00:00,11.700562262300000
1587,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-07-16 0:00:00,11.188005841400001
1588,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-07-16 0:00:00,10.583875537999999
1589,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-07-16 0:00:00,12.903900447700000
1590,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-07-16 0:00:00,11.625958706100000
1591,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-07-16 0:00:00,11.807137319200001
1592,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-08-16 0:00:00,11.551471364499999
1593,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-08-16 0:00:00,10.715766241600001
1594,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-08-16 0:00:00,10.895929492500001
1595,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-08-16 0:00:00,10.673007412900001
1596,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-08-16 0:00:00,11.043774519699999
1597,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-08-16 0:00:00,11.822286150200000
1598,Teslin,7,35505.000000000000000,35505.000000000000000,*,StdTime,2001-08-16 0:00:00,11.660919689400000
1599,Carmacks,8,14510.000000000000000,14510.000000000000000,*,StdTime,2001-08-16 0:00:00,11.550089357399999
1600,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,*,StdTime,2001-09-16 0:00:00,4.749324894030000
1601,Stewart,2,54143.000000000000000,54143.000000000000000,*,StdTime,2001-09-16 0:00:00,4.238819776210000
1602,Pelly,3,52274.000000000000000,52274.000000000000000,*,StdTime,2001-09-16 0:00:00,4.588688726090000
1603,White Donjek,4,35813.000000000000000,35813.000000000000000,*,StdTime,2001-09-16 0:00:00,3.089380718500000
1604,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,*,StdTime,2001-09-16 0:00:00,5.121734716620000
1605,Lower Mainstem,6,65077.000000000000000,65077.000000000000000,*,StdTime,2001-09-16 0:00:00,5.655533539070000
