OID_,VALUE,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
3213,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-06 12:00:00,-17.364694309258400
3214,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-06 12:00:00,-20.349021268666913
3215,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-06 12:00:00,-22.518518802109270
3216,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-06 12:00:00,-18.945322540133283
3217,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-11.106726550921286
3218,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-9.591102821461458
3219,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-12.335131905181200
3220,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-13.567422165699000
3221,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-12.459995941435944
3222,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-14.219330455593180
3223,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-13.417050275465455
3224,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-07 12:00:00,-11.419279114284860
3225,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-17.457879940530585
3226,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-16.434342572367541
3227,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-14.175599831710089
3228,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-18.881727589174339
3229,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-12.094024857001918
3230,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-20.383126134002346
3231,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-12.212916207041584
3232,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-08 12:00:00,-13.445494832341847
3233,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-24.135193221112502
3234,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-25.339424303522371
3235,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-23.902622008203515
3236,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-22.008336917472590
3237,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-20.629658089685840
3238,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-23.210769893402251
3239,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-24.816014920454666
3240,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-09 12:00:00,-22.959485183626406
3241,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-9.289635802500682
3242,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-16.099883825815851
3243,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-14.124146691289575
3244,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-9.533151369065154
3245,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-8.491999312715091
3246,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-16.613951348905225
3247,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-12.469226868853381
3248,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-10 12:00:00,-11.305147484990281
3249,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-5.983107902643418
3250,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-7.359919473677223
3251,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-8.216441564634858
3252,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-6.290251583869606
3253,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-12.107592894256245
3254,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-8.099503335184250
3255,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-13.020428954310997
3256,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-11 12:00:00,-5.855887663126183
3257,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-1.736804166885052
3258,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-5.209517391012692
3259,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-6.265492702423763
3260,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-4.854479099834991
3261,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-4.237939799993494
3262,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-6.446315271946645
3263,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-5.846232926289046
3264,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-12 12:00:00,-1.488159200121782
3265,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-10.135890687982050
3266,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-8.972983395298266
3267,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-9.105427848987841
3268,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-11.702590401515540
3269,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-7.375220134764045
3270,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-8.723230629799351
3271,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-9.771112519253387
3272,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-13 12:00:00,-7.479025498264683
3273,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-18.308444964331791
3274,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-14.322726854999704
3275,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-13.900301684147021
3276,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-18.063940182961890
3277,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-21.886390429556116
3278,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-14.163969635227078
3279,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-20.549103793176517
3280,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-14 12:00:00,-15.091634046448025
3281,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-18.482241645720595
3282,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-17.366365738095322
3283,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-17.845106270119164
3284,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-16.768217130623718
3285,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-22.167995374623967
3286,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-16.452153241220003
3287,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-23.760565277785023
3288,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-15 12:00:00,-19.199370782380136
3289,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-20.329331842961643
3290,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-20.082002845079323
3291,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-20.419682629634348
3292,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-17.705812692582271
3293,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-23.529452318434366
3294,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-16.303894948911037
3295,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-25.560994507564452
3296,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-16 12:00:00,-22.160485186008284
3297,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-19.644272145943408
3298,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-19.688852665983230
3299,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-18.500047634256205
3300,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-18.188202331164273
3301,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-21.541941858593155
3302,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-19.593324217391942
3303,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-22.810554568429396
3304,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-17 12:00:00,-18.487059964680089
3305,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-18.579750857558224
3306,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-19.636091086702617
3307,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-19.226841964613516
3308,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-15.817392291257869
3309,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-18.048578965450236
3310,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-17.961656731085142
3311,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-22.657256160919196
3312,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-18 12:00:00,-19.410317031602641
3313,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-16.605955813379385
3314,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-18.927562011423518
3315,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-18.815378685983539
3316,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-14.177858320985584
3317,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-13.129934116908561
3318,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-14.070331932114449
3319,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-19.689671594366999
3320,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-19 12:00:00,-17.671838050476897
3321,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-15.360668691225388
3322,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-21.543468773969252
3323,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-16.065769902187476
3324,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-14.182647361600328
3325,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-9.605903016451114
3326,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-18.014979098356616
3327,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-10.933516123919008
3328,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-20 12:00:00,-10.906334254332576
3329,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-17.861957231967487
3330,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-20.634667640798543
3331,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-18.282872228783155
3332,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-17.007031245488946
3333,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-14.041639916850517
3334,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-19.922196423490490
3335,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-14.407411916254940
3336,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-21 12:00:00,-14.985913163887718
3337,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-25.078139384208090
3338,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-24.990005913152004
3339,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-25.965974980255506
3340,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-24.084831205571511
3341,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-22.566707676685088
3342,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-22.701035436906981
3343,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-25.822366148262763
3344,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-22 12:00:00,-23.397330809132558
3345,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-26.903110611506047
3346,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-29.096134126361427
3347,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-28.612487137165935
3348,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-27.220024853121732
3349,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-29.132332794612552
3350,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-29.339476752018165
3351,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-33.526827488662676
3352,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-23 12:00:00,-25.882709164820024
3353,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-33.728515523027546
3354,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-35.150250626568841
3355,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-35.642718987839906
3356,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-29.836773798905320
3357,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-35.002005240773300
3358,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-31.313410421931142
3359,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-38.352937902341345
3360,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-24 12:00:00,-36.472074436369184
3361,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-33.361251093644597
3362,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-35.020442721510776
3363,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-35.146644735027209
3364,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-30.809787775541956
3365,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-35.065744067998246
3366,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-30.886068318703845
3367,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-39.001784254728840
3368,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-25 12:00:00,-35.236667822345623
3369,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-26.215493375303691
3370,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-29.012502634108724
3371,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-31.613602431702787
3372,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-25.616176808033089
3373,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-29.825632607639804
3374,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-25.634671758263515
3375,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-36.250027884142398
3376,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-26 12:00:00,-29.387381120782951
3377,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-33.176039401417682
3378,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-33.726175135082094
3379,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-34.544643506565102
3380,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-30.753036045313820
3381,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-32.312662520802064
3382,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-30.091794722879833
3383,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-36.792463316633402
3384,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-27 12:00:00,-34.182530655653920
3385,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-33.732181936981306
3386,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-34.862648180616553
3387,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-34.383473293459410
3388,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-32.246117611164081
3389,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-34.225979823812494
3390,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-32.607597806236178
3391,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-37.880550911950017
3392,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-02-28 12:00:00,-34.232413482140267
3393,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-34.013956809841027
3394,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-34.743667510101098
3395,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-33.980441147721095
3396,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-32.003101379500521
3397,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-32.843021604187442
3398,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-33.202157080039626
3399,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-36.496016898005713
3400,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-03-01 12:00:00,-34.075240505752092
3401,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-34.622702461918607
3402,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-33.783030672332337
3403,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-30.924469035080119
3404,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-32.294554768200271
3405,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-31.597749329935411
3406,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-33.547880099805191
3407,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-31.681865366162302
3408,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-03-02 12:00:00,-32.284410750364827
3409,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-30.536026379775350
3410,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-28.045167427175251
3411,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-27.182543759084020
3412,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-28.750391755125221
3413,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-29.563562420524669
3414,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-28.065783723401498
3415,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-28.858040844415264
3416,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-03-03 12:00:00,-29.627710536691279
3417,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-27.444504451917393
3418,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-25.737865652109015
3419,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-24.658870734786777
3420,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-26.384778434694322
3421,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-24.255970775064942
3422,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-26.442706611705571
3423,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-27.100630049281897
3424,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-03-04 12:00:00,-27.228673329474891
3425,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-25.150258896302212
3426,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-21.814983281928580
3427,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-19.327071717408778
3428,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-24.578499425270738
3429,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-21.474724283702606
3430,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-25.579409748318493
3431,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-21.746252360556827
3432,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2006-03-05 12:00:00,-20.899113022024153
3433,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-21.840446705824352
3434,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-22.068205304680607
3435,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-20.617685420926538
3436,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-20.477213859185309
3437,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-19.709990626650630
3438,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-23.541118573551742
3439,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2006-03-06 12:00:00,-23.568216019069009
