OID_,VALUE,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,MEAN
1588,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-18 12:00:00,5.957430262765577
1589,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-18 12:00:00,5.228754450590507
1590,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-18 12:00:00,7.590042720552826
1591,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-18 12:00:00,6.256822702726088
1592,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-18 12:00:00,6.628282565007100
1593,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-19 12:00:00,7.928544289228296
1594,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-19 12:00:00,6.282468094478919
1595,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-19 12:00:00,6.495457309718731
1596,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-19 12:00:00,5.887781252767664
1597,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-19 12:00:00,5.669425156445620
1598,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-19 12:00:00,5.577785444963071
1599,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-19 12:00:00,7.485960850972828
1600,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-19 12:00:00,8.741025497073737
1601,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-20 12:00:00,6.036842704670539
1602,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-20 12:00:00,3.340954142968542
1603,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-20 12:00:00,4.801525644945206
1604,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-20 12:00:00,4.742563595230709
1605,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-20 12:00:00,5.575289765905226
1606,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-20 12:00:00,2.048186833650091
1607,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-20 12:00:00,5.444126460407013
1608,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-20 12:00:00,7.583519643863649
1609,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-21 12:00:00,3.444650999255703
1610,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-21 12:00:00,0.466018136670191
1611,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-21 12:00:00,3.558236184788264
1612,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-21 12:00:00,2.288136991102158
1613,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-21 12:00:00,4.755510837268968
1614,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-21 12:00:00,-1.211455418968213
1615,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-21 12:00:00,7.419681455313113
1616,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-21 12:00:00,5.835343213462575
1617,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-22 12:00:00,3.306788973765851
1618,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-22 12:00:00,3.257393200846805
1619,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-22 12:00:00,3.541204064116371
1620,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-22 12:00:00,4.399434005817726
1621,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-22 12:00:00,4.159781741127834
1622,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-22 12:00:00,2.831184651814515
1623,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-22 12:00:00,6.078181102698566
1624,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-22 12:00:00,3.941083394240549
1625,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-23 12:00:00,3.368517155899363
1626,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-23 12:00:00,2.952052346965234
1627,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-23 12:00:00,3.524643894385476
1628,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-23 12:00:00,3.368078352561832
1629,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-23 12:00:00,2.180661963212247
1630,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-23 12:00:00,3.786618006562684
1631,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-23 12:00:00,0.827136460076423
1632,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-23 12:00:00,3.438660931258072
1633,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-24 12:00:00,4.287470147973595
1634,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-24 12:00:00,3.718112221554261
1635,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-24 12:00:00,3.472382684277365
1636,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-24 12:00:00,4.110374724993020
1637,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-24 12:00:00,2.418963029763957
1638,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-24 12:00:00,5.894276669452112
1639,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-24 12:00:00,2.873524856548386
1640,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-24 12:00:00,2.079949001877164
1641,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-25 12:00:00,3.682804494927877
1642,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-25 12:00:00,3.832863715649633
1643,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-25 12:00:00,4.828054446513788
1644,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-25 12:00:00,2.297185381680649
1645,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-25 12:00:00,2.974027666299047
1646,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-25 12:00:00,3.748777089127175
1647,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-25 12:00:00,2.528257711173371
1648,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-25 12:00:00,6.265711232682325
1649,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-26 12:00:00,6.320429329513281
1650,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-26 12:00:00,2.273283342432245
1651,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-26 12:00:00,3.474030570915177
1652,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-26 12:00:00,6.058402257287169
1653,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-26 12:00:00,5.087834885872764
1654,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-26 12:00:00,5.057280788998500
1655,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-26 12:00:00,5.117240952221279
1656,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-26 12:00:00,6.739835289650461
1657,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-27 12:00:00,4.251095312360097
1658,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-27 12:00:00,4.025663524565007
1659,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-27 12:00:00,4.705688789966593
1660,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-27 12:00:00,5.695549384059111
1661,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-27 12:00:00,6.469141323711114
1662,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-27 12:00:00,5.590757138475454
1663,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-27 12:00:00,7.544228700245737
1664,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-27 12:00:00,3.941062025969356
1665,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-28 12:00:00,6.446531699182992
1666,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-28 12:00:00,4.528831428439664
1667,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-28 12:00:00,5.137618846874322
1668,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-28 12:00:00,5.091528216573955
1669,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-28 12:00:00,5.490836820588204
1670,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-28 12:00:00,6.296991887047745
1671,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-28 12:00:00,6.288431769953958
1672,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-28 12:00:00,6.898729840689705
1673,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-29 12:00:00,4.449258579197021
1674,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-29 12:00:00,3.859303142394598
1675,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-29 12:00:00,4.189705967301068
1676,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-29 12:00:00,3.192158434515277
1677,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-29 12:00:00,1.804951602512337
1678,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-29 12:00:00,3.906475861880653
1679,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-29 12:00:00,0.933926207464672
1680,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-29 12:00:00,5.157279806381283
1681,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-30 12:00:00,5.239812746456362
1682,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-30 12:00:00,3.068556785568972
1683,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-30 12:00:00,3.828848545475158
1684,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-30 12:00:00,3.505807948883796
1685,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-30 12:00:00,2.778817524004705
1686,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-30 12:00:00,3.763929221471727
1687,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-30 12:00:00,1.607729615967728
1688,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-30 12:00:00,5.564545830812501
1689,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-07-31 12:00:00,3.874474055665542
1690,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-07-31 12:00:00,2.409271557738214
1691,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-07-31 12:00:00,3.637717371863277
1692,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-07-31 12:00:00,2.629298022594367
1693,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-07-31 12:00:00,2.575388123136426
1694,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-07-31 12:00:00,1.895846420508012
1695,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-07-31 12:00:00,0.622220250813867
1696,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-07-31 12:00:00,5.128372848680506
1697,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-08-01 12:00:00,2.857587387241608
1698,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-08-01 12:00:00,0.952809781904785
1699,Pelly,3,52273.000000000000000,52273.000000000000000,tmin,StdTime,2005-08-01 12:00:00,0.428765136759310
1700,White Donjek,4,35813.000000000000000,35813.000000000000000,tmin,StdTime,2005-08-01 12:00:00,2.532909279341354
1701,Upper Lakes and Mainstem,5,32026.000000000000000,32026.000000000000000,tmin,StdTime,2005-08-01 12:00:00,1.432004308596564
1702,Lower Mainstem,6,65074.000000000000000,65074.000000000000000,tmin,StdTime,2005-08-01 12:00:00,2.603247380842855
1703,Teslin,7,35505.000000000000000,35505.000000000000000,tmin,StdTime,2005-08-01 12:00:00,-0.076685537766823
1704,Carmacks,8,14510.000000000000000,14510.000000000000000,tmin,StdTime,2005-08-01 12:00:00,1.863632667895226
1705,Middle Mainstem,1,18424.000000000000000,18424.000000000000000,tmin,StdTime,2005-08-02 12:00:00,3.788325557581063
1706,Stewart,2,54143.000000000000000,54143.000000000000000,tmin,StdTime,2005-08-02 12:00:00,0.503952126575419
