"","population","BroodYear","R_lwr","R_med","R_upr","S_lwr","S_med","S_upr"
"224","White-Donjek",2009,8.11531321105374,10.7582426687461,13.7604906193214,2.2764000647086,3.09911937480823,4.19168778352675
"225","Carmacks",2010,9.35331079688555,11.362525992258,14.3504984260596,2.11890592123085,2.61143827537628,3.22808597172789
"226","Lower Mainstem",2010,3.73463970379966,4.79925286468955,6.7018422783685,1.05558650015242,2.110194621462,3.74899283925503
"227","Middle Mainstem",2010,12.9222187898813,15.6092769564939,21.1229122207396,4.33326710916882,4.57641304964798,4.83784096697897
"228","Pelly",2010,13.1216213786634,16.0234346300009,20.3327877966602,4.11328298926177,5.09633626937403,6.30154755887166
"229","Stewart",2010,7.01402581401192,9.30282215887445,12.8348511626557,1.97805293554043,4.0588265615776,8.13008186181114
"230","Teslin",2010,6.12314418055658,7.65126830222859,9.90537288301319,4.85728025835881,5.3250825304275,5.85263850552632
"231","Upper Lakes and Mainstem",2010,4.05892593450629,5.14264609072628,6.73620714240482,1.9643217408346,2.0531234485956,2.15216252173668
"232","White-Donjek",2010,5.44284810710292,7.32347807739301,10.6470106233914,2.26719930490499,3.82020746880154,7.09728157456015
"233","Carmacks",2011,11.1043758303165,17.5811805842587,29.9904333852461,4.38596085111755,5.09369291808854,5.98673354439292
"234","Lower Mainstem",2011,3.54852610182482,6.68084039409098,15.1300429380599,4.36141120756009,4.56446847784869,4.77323101956286
"235","Middle Mainstem",2011,11.8484437424104,20.0672762936256,41.8313830267554,13.5038522610404,14.0714802829259,14.6861629510628
"236","Pelly",2011,15.8795295747198,24.1533541895117,40.1146676751396,8.20632457901731,8.99572199243334,9.78629591365973
"237","Stewart",2011,5.94805176513408,10.4178654201932,19.3330218717482,8.68195649474686,9.15130052180766,9.66783317307577
"238","Teslin",2011,7.9550892514485,13.0074992626929,21.7104312194492,10.6868600382249,11.4050794556217,12.1490510891364
"239","Upper Lakes and Mainstem",2011,4.54427997777653,7.75429590392091,16.1117482916712,6.48239309830136,6.66277151479753,6.8546408284521
"240","White-Donjek",2011,6.78466933933493,10.4624765430649,17.9291006403489,2.87960465537807,3.62768300754696,4.55913807359534
"241","Carmacks",2012,7.75942157827924,16.6615575327054,39.5741547034296,7.76216559998139,8.5892673112065,9.52010555233173
"242","Lower Mainstem",2012,1.86984234459839,5.61088341170041,21.4702029681547,3.19335500764594,3.4603637807485,3.7167472739452
"243","Middle Mainstem",2012,6.08947904324727,16.6124684112733,44.0400555413486,14.625600490521,15.0203417255402,15.4484989340958
"244","Pelly",2012,12.4696841526448,25.602860029895,52.0265755412061,12.5833051695172,14.1878955759398,15.9598740947288
"245","Stewart",2012,2.94725665392339,7.98166360546593,22.535405879392,9.69315318476428,13.0370745930278,17.2826975309264
"246","Teslin",2012,7.98552407528472,16.4620068285097,38.3511429216423,17.4837123177984,18.1321323940785,18.8374037764781
"247","Upper Lakes and Mainstem",2012,3.09950630974974,8.60029512120182,29.208250694296,3.8979533904307,4.0515978073244,4.21935108211155
"248","White-Donjek",2012,5.50070203645001,12.4099284173573,27.7034311480934,3.30152878560121,5.64494991794862,9.19392309779653
"249","Carmacks",2013,NA,NA,NA,4.58205412416294,5.2565388605539,5.97789327975522
"250","Lower Mainstem",2013,NA,NA,NA,4.74039022327062,4.91725455670516,5.09080620424016
"251","Middle Mainstem",2013,NA,NA,NA,4.52463335049199,4.68497570403767,4.84881638078383
"252","Pelly",2013,NA,NA,NA,13.8026964019273,14.5760350398723,15.3608808722049
"253","Stewart",2013,NA,NA,NA,17.6798255489639,18.5340120869861,19.474627902607
"254","Teslin",2013,NA,NA,NA,9.77441850915741,10.4470870996642,11.1639308295553
"255","Upper Lakes and Mainstem",2013,NA,NA,NA,2.22862353624604,2.33471789376786,2.44400271468158
"256","White-Donjek",2013,NA,NA,NA,8.43048965346342,8.83344646495362,9.2336989446681
"257","Carmacks",2014,NA,NA,NA,7.71787365753244,8.503628746863,9.37176610574885
"258","Lower Mainstem",2014,NA,NA,NA,3.1924313837862,3.45045324117019,3.72414650026768
"259","Middle Mainstem",2014,NA,NA,NA,6.30364426833681,6.50710598604568,6.7299303759773
"260","Pelly",2014,NA,NA,NA,14.9658695182722,15.4819971591334,16.0216283401341
"261","Stewart",2014,NA,NA,NA,11.5694408245479,11.9663208564536,12.399114698383
"262","Teslin",2014,NA,NA,NA,9.48917902073476,10.3769300587113,11.3746329031174
"263","Upper Lakes and Mainstem",2014,NA,NA,NA,2.46909485888136,2.56698005764546,2.67353134211543
"264","White-Donjek",2014,NA,NA,NA,10.3438811066413,10.7172886458791,11.137734250303
"265","Carmacks",2015,NA,NA,NA,6.89364743112473,7.84387321307995,8.95325093925958
"266","Lower Mainstem",2015,NA,NA,NA,3.2638975164234,3.45940533736896,3.65601480634501
"267","Middle Mainstem",2015,NA,NA,NA,9.91173297539605,10.3326704064136,10.7666343201282
"268","Pelly",2015,NA,NA,NA,8.87490144187792,9.99953138255601,11.2024398309984
"269","Stewart",2015,NA,NA,NA,10.4367976500064,10.7160855535417,11.0253614856022
"270","Teslin",2015,NA,NA,NA,5.42405340019467,5.95532762056907,6.51612242173282
"271","Upper Lakes and Mainstem",2015,NA,NA,NA,2.80337292301191,2.97567395229333,3.13888416704664
"272","White-Donjek",2015,NA,NA,NA,2.9034332578193,3.91858672743873,5.24598559724017
"273","Carmacks",2016,NA,NA,NA,5.79796613326078,6.37963433533808,7.10226232444167
"274","Lower Mainstem",2016,NA,NA,NA,1.87887796223862,2.03614655450748,2.22441458774378
"275","Middle Mainstem",2016,NA,NA,NA,8.26746830753421,8.5972285330479,8.92719562082105
"276","Pelly",2016,NA,NA,NA,10.4899087566166,10.843624636003,11.1963993725991
"277","Stewart",2016,NA,NA,NA,2.13665241577121,2.30016875229805,2.4826030489388
"278","Teslin",2016,NA,NA,NA,3.55351455824364,4.04744688509305,4.59256765238608
"279","Upper Lakes and Mainstem",2016,NA,NA,NA,3.10936263153659,3.25340561733915,3.40830102497722
"280","White-Donjek",2016,NA,NA,NA,4.79958451484822,5.08661194399909,5.39274767085751
"281","Lower Mainstem",1981,5,5,20,5,5,5
"282","White-Donjek",1981,5,5,18,5,5,5
"283","Stewart",1981,5,5,15,5,5,5
"284","Pelly",1981,5,5,10,5,5,5
"285","Middle Mainstem",1981,5,5,15,5,5,5
"286","Carmacks",1981,5,5,14,5,5,5
"287","Upper Lakes and Mainstem",1981,5,5,9,5,5,5
"288","Teslin",1981,5,5,15,5,5,5
