,year,Population,age_4,age_5,age_6,age_7,year_4,year_5,year_6,year_7,S_med,S_med_total,popn_prop,,,Population,year,Age_4,Age_5,Age_6,Age_7,,x,j,j,j
168,2012,Pelly,22.27783353,556.9458382,3764.953866,0,2008,2007,2006,2005,4.344177538,33.74635978,0.128730256,,,Pelly,2012,22.27783353,556.9458382,3764.953866,0,,-4.26326E-14,0,0,0
203,2012,Stewart,8.57535271,308.7126976,1680.769131,0,2008,2007,2006,2005,1.998057181,33.74635978,0.05920808,,,Stewart,2012,8.57535271,308.7126976,1680.769131,0,,0,4.54747E-13,3.18323E-12,0
238,2012,Teslin,49.88607927,798.1772683,2900.407828,19.48674971,2008,2007,2006,2005,3.767957925,33.74635978,0.111655241,,,Teslin,2012,49.88607927,798.1772683,2900.407828,19.48674971,,0,0,0,-4.61853E-14
273,2012,Upper Lakes and Mainstem,29.33036028,469.2857646,1437.187654,263.9732426,2008,2007,2006,2005,2.199777021,33.74635978,0.065185609,,,Upper Lakes and Mainstem,2012,29.33036028,469.2857646,1437.187654,263.9732426,,0,0,0,0
308,2012,White-Donjek,0,447.30265,1369.864366,0,2008,2007,2006,2005,1.817167016,33.74635978,0.053847794,,,White-Donjek,2012,0,447.30265,1369.864366,0,,0,-5.68434E-13,-3.63798E-12,0
29,2013,Aggregate,1289.828061,8559.768093,19699.19206,1524.34226,2009,2008,2007,2006,NA,NA,NA,,,Aggregate,2013,1289.828061,8559.768093,19699.19206,1524.34226,,-3.18323E-12,0,0,2.50111E-12
64,2013,Carmacks,10.08444711,645.4046153,5808.641538,40.33778846,2009,2008,2007,2006,6.504468389,31.07313047,0.209327747,,,Carmacks,2013,10.08444711,645.4046153,5808.641538,40.33778846,,-2.4869E-14,0,0,7.10543E-14
99,2013,Lower Mainstem,0,0,2282.32928,0,2009,2008,2007,2006,2.28232928,31.07313047,0.073450253,,,Lower Mainstem,2013,0,0,2282.32928,0,,0,0,0,0
134,2013,Middle Mainstem,42.88827856,576.6090784,4579.515077,42.88827856,2009,2008,2007,2006,5.241900713,31.07313047,0.16869561,,,Middle Mainstem,2013,42.88827856,576.6090784,4579.515077,42.88827856,,0,0,0,0
169,2013,Pelly,12.82118827,461.5627778,3080.290482,3.205297068,2009,2008,2007,2006,3.557879746,31.07313047,0.114500203,,,Pelly,2013,12.82118827,461.5627778,3080.290482,3.205297068,,-1.77636E-14,0,0,0
204,2013,Stewart,0,15.60186127,390.0465317,15.60186127,2009,2008,2007,2006,0.421250254,31.07313047,0.013556737,,,Stewart,2013,0,15.60186127,390.0465317,15.60186127,,0,-5.15143E-14,0,-5.15143E-14
239,2013,Teslin,45.73823546,2114.936008,7261.402262,16.46576477,2009,2008,2007,2006,9.43854227,31.07313047,0.303752539,,,Teslin,2013,45.73823546,2114.936008,7261.402262,16.46576477,,8.52651E-14,0,0,0
274,2013,Upper Lakes and Mainstem,0,276.3526075,1727.203797,155.4483417,2009,2008,2007,2006,2.159004746,31.07313047,0.069481404,,,Upper Lakes and Mainstem,2013,0,276.3526075,1727.203797,155.4483417,,0,0,0,0
309,2013,White-Donjek,0,733.8775369,733.8775369,0,2009,2008,2007,2006,1.467755074,31.07313047,0.047235507,,,White-Donjek,2013,0,733.8775369,733.8775369,0,,0,0,0,0
30,2014,Aggregate,4349.647128,32463.22019,25779.61585,1697.423244,2010,2009,2008,2007,NA,NA,NA,,,Aggregate,2014,4349.647128,32463.22019,25779.61585,1697.423244,,0,0,3.27418E-11,0
65,2014,Carmacks,106.4880661,4159.690081,6815.236228,59.89953716,2010,2009,2008,2007,11.14131391,64.28990641,0.173298027,,,Carmacks,2014,106.4880661,4159.690081,6815.236228,59.89953716,,-3.55271E-13,0,0,0
100,2014,Lower Mainstem,8.471531193,2448.272515,0,0,2010,2009,2008,2007,2.456744046,64.28990641,0.038213527,,,Lower Mainstem,2014,8.471531193,2448.272515,0,0,,0,0,0,0
135,2014,Middle Mainstem,134.1332003,9208.654812,7689.391013,68.43530628,2010,2009,2008,2007,17.10061433,64.28990641,0.265992211,,,Middle Mainstem,2014,134.1332003,9208.654812,7689.391013,68.43530628,,0,0,1.09139E-11,0
170,2014,Pelly,52.27801443,7528.034077,2009.566875,2.091120577,2010,2009,2008,2007,9.591970087,64.28990641,0.149198694,,,Pelly,2014,52.27801443,7528.034077,2009.566875,2.091120577,,0,0,3.18323E-12,0
205,2014,Stewart,23.78650594,3425.256855,1337.990959,0,2010,2009,2008,2007,4.78703432,64.28990641,0.074460123,,,Stewart,2014,23.78650594,3425.256855,1337.990959,0,,-3.90799E-14,0,0,0
240,2014,Teslin,90.71652042,2682.161496,3198.111706,5.669782526,2010,2009,2008,2007,5.976659506,64.28990641,0.092964197,,,Teslin,2014,90.71652042,2682.161496,3198.111706,5.669782526,,0,0,0,0
275,2014,Upper Lakes and Mainstem,500.2659743,4502.393769,2001.063897,31.2666234,2010,2009,2008,2007,7.034990264,64.28990641,0.109426046,,,Upper Lakes and Mainstem,2014,500.2659743,4502.393769,2001.063897,31.2666234,,0,0,-2.27374E-12,0
310,2014,White-Donjek,16.98789026,5504.076445,611.5640494,67.95156105,2010,2009,2008,2007,6.200579945,64.28990641,0.096447176,,,White-Donjek,2014,16.98789026,5504.076445,611.5640494,67.95156105,,5.32907E-14,0,0,0
31,2015,Aggregate,9232.926445,28505.54002,43475.43021,1792.801232,2011,2010,2009,2008,NA,NA,NA,,,Aggregate,2015,9232.926445,28505.54002,43475.43021,1792.801232,,0,0,5.82077E-11,5.00222E-12
66,2015,Carmacks,270.9998297,6985.060698,11859.85053,25.65678861,2011,2010,2009,2008,19.14156785,83.00669791,0.23060269,,,Carmacks,2015,270.9998297,6985.060698,11859.85053,25.65678861,,0,1.45519E-11,-2.36469E-11,0
101,2015,Lower Mainstem,535.6616913,1205.238805,10058.5362,59.51796569,2011,2010,2009,2008,11.85895466,83.00669791,0.142867443,,,Lower Mainstem,2015,535.6616913,1205.238805,10058.5362,59.51796569,,0,-3.18323E-12,4.72937E-11,6.39488E-14
136,2015,Middle Mainstem,425.6837439,5803.404413,11992.19115,0,2011,2010,2009,2008,18.22127931,83.00669791,0.219515771,,,Middle Mainstem,2015,425.6837439,5803.404413,11992.19115,0,,0,0,-1.63709E-11,0
171,2015,Pelly,209.2421133,3244.070107,9011.305854,13.07763208,2011,2010,2009,2008,12.47769571,83.00669791,0.150321553,,,Pelly,2015,209.2421133,3244.070107,9011.305854,13.07763208,,3.69482E-13,4.54747E-12,0,1.59872E-14
206,2015,Stewart,368.0377092,985.4894031,2558.014161,3.04163396,2011,2010,2009,2008,3.914582907,83.00669791,0.047159844,,,Stewart,2015,368.0377092,985.4894031,2558.014161,3.04163396,,-5.11591E-13,-1.02318E-12,-4.09273E-12,-5.32907E-15
241,2015,Teslin,323.3009754,1906.815957,3490.330939,6.59797909,2011,2010,2009,2008,5.72704585,83.00669791,0.068994985,,,Teslin,2015,323.3009754,1906.815957,3490.330939,6.59797909,,0,-5.91172E-12,0,0
276,2015,Upper Lakes and Mainstem,29.35476565,1240.238849,3551.926644,117.4190626,2011,2010,2009,2008,4.938939321,83.00669791,0.059500491,,,Upper Lakes and Mainstem,2015,29.35476565,1240.238849,3551.926644,117.4190626,,-4.26326E-14,0,0,3.55271E-13
311,2015,White-Donjek,295.6098501,1357.392169,5073.630285,0,2011,2010,2009,2008,6.726632304,83.00669791,0.081037223,,,White-Donjek,2015,295.6098501,1357.392169,5073.630285,0,,0,2.50111E-12,0,0
32,2016,Aggregate,5831.585136,41394.69429,16060.75885,382.3990232,2012,2011,2010,2009,NA,NA,NA,,,Aggregate,2016,5831.585136,41394.69429,16060.75885,382.3990232,,0,0,2.54659E-11,0
67,2016,Carmacks,65.92084435,8467.16623,1435.609499,0,2012,2011,2010,2009,9.968696573,63.6694373,0.156569572,,,Carmacks,2016,65.92084435,8467.16623,1435.609499,0,,0,0,0,0
102,2016,Lower Mainstem,766.3231883,13517.94104,275.8763478,0,2012,2011,2010,2009,14.56014058,63.6694373,0.228683356,,,Lower Mainstem,2016,766.3231883,13517.94104,275.8763478,0,,0,4.72937E-11,0,0
137,2016,Middle Mainstem,11.25880126,5699.768139,340.5787382,2.814700315,2012,2011,2010,2009,6.054420379,63.6694373,0.09509147,,,Middle Mainstem,2016,11.25880126,5699.768139,340.5787382,2.814700315,,0,0,0,0
172,2016,Pelly,179.5185845,6860.280452,927.2654158,1.483624665,2012,2011,2010,2009,7.968548077,63.6694373,0.125154995,,,Pelly,2016,179.5185845,6860.280452,927.2654158,1.483624665,,3.41061E-13,0,0,-2.66454E-15
207,2016,Stewart,85.2546034,4481.195091,341.0184136,0,2012,2011,2010,2009,4.907468108,63.6694373,0.077077297,,,Stewart,2016,85.2546034,4481.195091,341.0184136,0,,0,0,0,0
242,2016,Teslin,144.9018241,6580.843714,1459.700984,0.273916492,2012,2011,2010,2009,8.185720439,63.6694373,0.12856593,,,Teslin,2016,144.9018241,6580.843714,1459.700984,0.273916492,,0,0,0,6.66134E-16
277,2016,Upper Lakes and Mainstem,144.612053,2124.993779,678.8732488,4.017001472,2012,2011,2010,2009,2.952496082,63.6694373,0.046372266,,,Upper Lakes and Mainstem,2016,144.612053,2124.993779,678.8732488,4.017001472,,-3.97904E-13,0,0,0
312,2016,White-Donjek,52.1376268,8811.258928,208.5505072,0,2012,2011,2010,2009,9.071947062,63.6694373,0.142485114,,,White-Donjek,2016,52.1376268,8811.258928,208.5505072,0,,0,0,3.12639E-13,0
33,2017,Aggregate,2997.795703,32298.83079,33459.26733,773.6247042,2013,2012,2011,2010,NA,NA,NA,,,Aggregate,2017,2997.795703,32298.83079,33459.26733,773.6247042,,4.09273E-12,5.09317E-11,0,0
68,2017,Carmacks,125.1039291,6306.489068,6850.69116,1.251039291,2013,2012,2011,2010,13.2835352,69.52951853,0.191048859,,,Carmacks,2017,125.1039291,6306.489068,6850.69116,1.251039291,,-3.55271E-13,0,0,-3.55271E-15
103,2017,Lower Mainstem,0,3265.119846,7346.519654,0,2013,2012,2011,2010,10.6116395,69.52951853,0.152620638,,,Lower Mainstem,2017,0,3265.119846,7346.519654,0,,0,0,0,0
138,2017,Middle Mainstem,42.61902465,5001.816088,2397.320137,4.735447184,2013,2012,2011,2010,7.446490696,69.52951853,0.107098264,,,Middle Mainstem,2017,42.61902465,5001.816088,2397.320137,4.735447184,,0,0,-3.63798E-12,0
173,2017,Pelly,42.67667258,5401.266373,3456.810479,0,2013,2012,2011,2010,8.900753525,69.52951853,0.128014025,,,Pelly,2017,42.67667258,5401.266373,3456.810479,0,,0,0,-7.7307E-12,0
208,2017,Stewart,6.507118241,937.0250267,2602.847297,0,2013,2012,2011,2010,3.546379441,69.52951853,0.051005379,,,Stewart,2017,6.507118241,937.0250267,2602.847297,0,,0,0,0,0
243,2017,Teslin,72.05050941,5137.82398,7366.052697,3.558049848,2013,2012,2011,2010,12.57948524,69.52951853,0.180922945,,,Teslin,2017,72.05050941,5137.82398,7366.052697,3.558049848,,0,0,0,0
278,2017,Upper Lakes and Mainstem,0,1091.401324,1705.314569,4.263286421,2013,2012,2011,2010,2.800979179,69.52951853,0.040284749,,,Upper Lakes and Mainstem,2017,0,1091.401324,1705.314569,4.263286421,,0,-2.04636E-12,0,0
313,2017,White-Donjek,0,7172.484753,3187.771001,0,2013,2012,2011,2010,10.36025575,69.52951853,0.149005142,,,White-Donjek,2017,0,7172.484753,3187.771001,0,,0,0,-4.09273E-12,0
34,2018,Aggregate,5894.50824,24724.18703,25788.47348,982.4180209,2014,2013,2012,2011,NA,NA,NA,,,Aggregate,2018,5894.50824,24724.18703,25788.47348,982.4180209,,0,0,0,0
69,2018,Carmacks,451.9607759,5461.448923,5764.805815,4.099417469,2014,2013,2012,2011,11.68231493,57.38958677,0.20356158,,,Carmacks,2018,451.9607759,5461.448923,5764.805815,4.099417469,,0,0,0,0
104,2018,Lower Mainstem,372.6038128,9315.095319,662.4067783,41.40042364,2014,2013,2012,2011,10.39150633,57.38958677,0.181069544,,,Lower Mainstem,2018,372.6038128,9315.095319,662.4067783,41.40042364,,0,0,0,0
139,2018,Middle Mainstem,347.7754889,7134.812711,3640.210567,10.83037855,2014,2013,2012,2011,11.13362915,57.38958677,0.194000859,,,Middle Mainstem,2018,347.7754889,7134.812711,3640.210567,10.83037855,,0,0,0,-2.13163E-14
174,2018,Pelly,111.9202619,2578.642835,3509.819415,0,2014,2013,2012,2011,6.200382512,57.38958677,0.108040201,,,Pelly,2018,111.9202619,2578.642835,3509.819415,0,,2.55795E-13,0,0,0
209,2018,Stewart,169.3409528,1734.051357,1957.581414,0,2014,2013,2012,2011,3.860973723,57.38958677,0.067276556,,,Stewart,2018,169.3409528,1734.051357,1957.581414,0,,-3.97904E-13,-2.50111E-12,5.45697E-12,0
244,2018,Teslin,129.580355,1679.361401,4459.867864,9.214603024,2014,2013,2012,2011,6.278024223,57.38958677,0.10939309,,,Teslin,2018,129.580355,1679.361401,4459.867864,9.214603024,,0,-2.72848E-12,0,0
279,2018,Upper Lakes and Mainstem,8.190429132,1967.750599,1279.754552,8.190429132,2014,2013,2012,2011,3.263886009,57.38958677,0.056872443,,,Upper Lakes and Mainstem,2018,8.190429132,1967.750599,1279.754552,8.190429132,,0,0,0,0
314,2018,White-Donjek,96.90729931,1550.516789,2931.445804,0,2014,2013,2012,2011,4.578869892,57.38958677,0.079785727,,,White-Donjek,2018,96.90729931,1550.516789,2931.445804,0,,0,0,-4.54747E-12,0
35,2019,Aggregate,3836.611963,21876.85111,18938.16957,571.4102904,2015,2014,2013,2012,NA,NA,NA,,,Aggregate,2019,3836.611963,21876.85111,18938.16957,571.4102904,,4.09273E-12,0,5.09317E-11,0
70,2019,Carmacks,774.2571768,4414.913246,3821.86519,115.3148983,NA,NA,NA,NA,9.12635051,45.22304293,0.201807528,,,Carmacks,2019,774.2571768,4414.913246,3821.86519,115.3148983,,0,0,5.00222E-12,0
105,2019,Lower Mainstem,297.5077438,1696.427128,1468.548854,44.30966383,NA,NA,NA,NA,3.50679339,45.22304293,0.077544392,,,Lower Mainstem,2019,297.5077438,1696.427128,1468.548854,44.30966383,,0,-4.77485E-12,3.41061E-12,0
140,2019,Middle Mainstem,769.2275853,4386.233873,3797.03827,114.5658102,NA,NA,NA,NA,9.067065539,45.22304293,0.200496582,,,Middle Mainstem,2019,769.2275853,4386.233873,3797.03827,114.5658102,,0,0,0,4.68958E-13
175,2019,Pelly,631.1588328,3598.948224,3115.507411,94.00237904,NA,NA,NA,NA,7.439616847,45.22304293,0.164509426,,,Pelly,2019,631.1588328,3598.948224,3115.507411,94.00237904,,0,-5.00222E-12,0,0
210,2019,Stewart,213.6635433,1218.336796,1054.679612,31.82222975,NA,NA,NA,NA,2.51850218,45.22304293,0.055690684,,,Stewart,2019,213.6635433,1218.336796,1054.679612,31.82222975,,2.84217E-13,-4.54747E-12,2.72848E-12,2.84217E-14
245,2019,Teslin,427.179967,2435.834696,2108.633016,63.62254807,NA,NA,NA,NA,5.035270227,45.22304293,0.111343021,,,Teslin,2019,427.179967,2435.834696,2108.633016,63.62254807,,0,0,0,0
280,2019,Upper Lakes and Mainstem,289.5679121,1651.153195,1429.356494,43.12713571,NA,NA,NA,NA,3.413204736,45.22304293,0.075474902,,,Upper Lakes and Mainstem,2019,289.5679121,1651.153195,1429.356494,43.12713571,,0,2.04636E-12,0,0
315,2019,White-Donjek,434.0492017,2475.003949,2142.540727,64.64562557,NA,NA,NA,NA,5.116239504,45.22304293,0.113133464,,,White-Donjek,2019,434.0492017,2475.003949,2142.540727,64.64562557,,0,0,0,0
